xcoord,ycoord
127.016343066498095,37.570718556853258
127.015628153330752,37.577822773568016
126.984789102499391,37.580050874572230
126.981856653161273,37.585005431859429
126.970620684837641,37.584092127526901
127.000563990319748,37.586854515266189
127.000643954791727,37.586966200327822
127.000678409972224,37.586910702661648
127.000534158827051,37.586995794340673
126.964064985456019,37.592411400160813
126.966925015078587,37.605421844885129
126.968367466980013,37.606373360607833
126.970600220206450,37.571361428363971
126.968852051471316,37.576169572903929
126.968853896118262,37.576068694492299
126.961960171126876,37.571913887624191
126.997780873291717,37.583438353189045
127.004346507230082,37.576979731571321
127.005031295662903,37.572061161945363
126.988970937477461,37.570711626535953
127.019961686189475,37.574875356416328
127.010871072991023,37.574450527548699
127.005037066670738,37.564460291092175
127.008994771037322,37.552473446776631
127.021382361120871,37.567422729912167
127.014537966248000,37.562108680888933
126.977041891078187,37.562422963625913
127.019422405032898,37.559982386115813
127.021866084131631,37.565126942398848
127.008294344302996,37.554332950771297
126.946679570053732,37.458871121801238
127.007840094686827,37.561907207864238
127.014685336761445,37.557067685591839
126.985818352823273,37.560047973595985
126.991349991683109,37.566697350840769
126.995597396985161,37.560157758676333
126.979355509076399,37.557286110069839
126.967627836046830,37.537241971356664
126.961837822145355,37.542508361292498
126.965851930819241,37.538773212526017
126.978152129072882,37.548698880363837
126.974824512821243,37.545774194209599
126.965284940141785,37.525525178965033
126.995067426737478,37.532506581253848
126.994652361007397,37.520477024100401
126.985570565404672,37.546074863330361
127.006224303895181,37.531238342530571
127.000494920778749,37.534564729543902
126.957584311724091,37.538955777478286
126.954659125960049,37.526282700408601
127.000364082562569,37.538002270364224
126.973298208179187,37.521356725678267
126.969873051901942,37.545479108882361
126.990195582273003,37.541903905139826
126.951546955718470,37.534352709196952
127.033402461260707,37.553139244258702
127.055245566562604,37.548223259690921
127.036151555455305,37.558509720606011
127.021649422297358,37.554860056872691
127.054023245407663,37.539540959860304
127.069568490496223,37.554533067227482
127.022352472058529,37.547178891487114
127.049688400708391,37.542032456000598
127.020911089404606,37.553210071982583
127.045407310124915,37.566319759176523
127.030513064681770,37.561082832021064
127.050047124957203,37.547762315391566
127.045326063615335,37.561499504340460
127.045860438418202,37.561209817753856
127.055568298474626,37.564067878650619
127.029349824440374,37.558221051349371
127.072902443457579,37.533833987749922
127.103009809694186,37.546882811129699
127.103256389910086,37.546803127915673
127.075890037861043,37.555160523956623
127.089432903177340,37.559098725937567
127.070505846579110,37.546227039735847
127.081496653767118,37.560272821348391
127.081475115868656,37.560150542832510
127.097681499414080,37.538980264753789
127.100023399948711,37.538508758831235
127.080052126277636,37.560667618063590
127.071317915692788,37.546537183319451
127.080138118936759,37.568806899680922
127.066258349833703,37.534097781758248
127.082394836733855,37.534497941605473
127.084387549606291,37.528799374308335
127.089923957257056,37.547241371990332
127.080552107866794,37.553760637812523
127.030318991944412,37.576108284304837
127.060007942935925,37.578091044326101
127.068591774770596,37.590133886601365
127.070589401219635,37.578471498651389
127.065148116068954,37.603329869016306
127.065103910623179,37.603376133026593
127.065482950034095,37.597813508700838
127.047727128172369,37.577970767306496
127.047285475207445,37.586276320404231
127.042026406965562,37.585562717448305
127.065732249414765,37.592914787967409
127.057566972855540,37.578454579522713
127.037275165963806,37.575800143946914
127.061282037843569,37.567397815135784
127.066413120847571,37.567819416238272
127.081353589409858,37.640292212301595
127.055377940075502,37.590806167739188
127.079474421909936,37.585752845652600
127.086967434938657,37.579013706096326
127.087555172615964,37.587355666122789
127.098153474809678,37.592368366028367
127.085608497202756,37.574701516298475
127.079029476253098,37.589773203859068
127.078479304067031,37.612414597290318
127.080661027405938,37.601171284782936
127.076167779194066,37.602832140718206
127.076010322308377,37.609604175444339
127.009125940166228,37.587959109064734
127.007018450922999,37.613357620919587
127.019456139382370,37.610486583694517
