gridx	gridy	x	y
9434	19499	943400	1949900
9605	19639	960500	1963900
9548	19540	954800	1954000
9547	19540	954700	1954000
9547	19541	954700	1954100
9548	19541	954800	1954100
9549	19536	954900	1953600
9549	19537	954900	1953700
9621	19515	962100	1951500
9598	19449	959800	1944900
9502	19558	950200	1955800
9502	19557	950200	1955700
9485	19551	948500	1955100
9484	19551	948400	1955100
9560	19544	956000	1954400
9559	19544	955900	1954400
9547	19539	954700	1953900
9560	19545	956000	1954500
9531	19412	953100	1941200
9530	19412	953000	1941200
9557	19542	955700	1954200
9436	19481	943600	1948100
9486	19498	948600	1949800
9520	19495	952000	1949500
9480	19506	948000	1950600
9480	19505	948000	1950500
9487	19510	948700	1951000
9466	19420	946600	1942000
9574	19593	957400	1959300
9570	19614	957000	1961400
9490	19519	949000	1951900
9611	19562	961100	1956200
9611	19563	961100	1956300
9475	19395	947500	1939500
9475	19394	947500	1939400
9593	19448	959300	1944800
9596	19624	959600	1962400
9536	19422	953600	1942200
9555	19555	955500	1955500
9554	19555	955400	1955500
9563	19544	956300	1954400
9605	19523	960500	1952300
9560	19427	956000	1942700
9561	19427	956100	1942700
9657	19461	965700	1946100
9581	19580	958100	1958000
9631	19546	963100	1954600
9631	19545	963100	1954500
9571	19613	957100	1961300
9530	19518	953000	1951800
9596	19419	959600	1941900
9590	19465	959000	1946500
9492	19521	949200	1952100
9479	19511	947900	1951100
9567	19533	956700	1953300
9567	19532	956700	1953200
9567	19529	956700	1952900
9567	19530	956700	1953000
9569	19529	956900	1952900
9416	19508	941600	1950800
9465	19423	946500	1942300
9465	19424	946500	1942400
9464	19424	946400	1942400
9464	19425	946400	1942500
9465	19425	946500	1942500
9568	19531	956800	1953100
9683	19444	968300	1944400
9424	19450	942400	1945000
9448	19502	944800	1950200
9418	19480	941800	1948000
9568	19530	956800	1953000
9439	19482	943900	1948200
9424	19490	942400	1949000
9392	19515	939200	1951500
9392	19516	939200	1951600
9415	19515	941500	1951500
9447	19477	944700	1947700
9477	19456	947700	1945600
9456	19429	945600	1942900
9419	19427	941900	1942700
9457	19429	945700	1942900
9477	19535	947700	1953500
9576	19467	957600	1946700
9577	19468	957700	1946800
9577	19467	957700	1946700
9669	19457	966900	1945700
9668	19457	966800	1945700
9628	19570	962800	1957000
9525	19516	952500	1951600
9556	19443	955600	1944300
9632	19516	963200	1951600
9614	19491	961400	1949100
9579	19581	957900	1958100
9486	19426	948600	1942600
9486	19425	948600	1942500
9577	19451	957700	1945100
9496	19498	949600	1949800
9632	19557	963200	1955700
9625	19569	962500	1956900
9645	19546	964500	1954600
9607	19636	960700	1963600
9607	19635	960700	1963500
9460	19473	946000	1947300
9460	19472	946000	1947200
9467	19435	946700	1943500
9467	19434	946700	1943400
9552	19470	955200	1947000
9614	19559	961400	1955900
9615	19568	961500	1956800
9477	19520	947700	1952000
9469	19398	946900	1939800
9441	19448	944100	1944800
9407	19514	940700	1951400
9407	19515	940700	1951500
9408	19515	940800	1951500
9408	19514	940800	1951400
9580	19467	958000	1946700
9524	19550	952400	1955000
9524	19551	952400	1955100
9554	19557	955400	1955700
9554	19558	955400	1955800
9524	19547	952400	1954700
9524	19546	952400	1954600
9523	19546	952300	1954600
9523	19545	952300	1954500
9524	19545	952400	1954500
9526	19545	952600	1954500
9526	19546	952600	1954600
9526	19547	952600	1954700
9527	19547	952700	1954700
9523	19549	952300	1954900
9522	19549	952200	1954900
9522	19548	952200	1954800
9523	19548	952300	1954800
9527	19566	952700	1956600
9527	19565	952700	1956500
9526	19566	952600	1956600
9422	19499	942200	1949900
9666	19477	966600	1947700
9666	19476	966600	1947600
9525	19566	952500	1956600
9528	19565	952800	1956500
9528	19566	952800	1956600
9616	19513	961600	1951300
9530	19562	953000	1956200
9668	19448	966800	1944800
9668	19447	966800	1944700
9669	19448	966900	1944800
9527	19523	952700	1952300
9528	19567	952800	1956700
9527	19567	952700	1956700
9634	19536	963400	1953600
9499	19509	949900	1950900
9569	19619	956900	1961900
9523	19528	952300	1952800
9521	19531	952100	1953100
9528	19564	952800	1956400
9523	19533	952300	1953300
9522	19533	952200	1953300
9529	19565	952900	1956500
9630	19567	963000	1956700
9522	19534	952200	1953400
9523	19534	952300	1953400
9522	19532	952200	1953200
9521	19533	952100	1953300
9521	19532	952100	1953200
9520	19532	952000	1953200
9519	19533	951900	1953300
9519	19532	951900	1953200
9518	19532	951800	1953200
9606	19388	960600	1938800
9607	19388	960700	1938800
9522	19531	952200	1953100
9527	19564	952700	1956400
9524	19549	952400	1954900
9525	19545	952500	1954500
9525	19544	952500	1954400
9521	19494	952100	1949400
9525	19548	952500	1954800
9525	19547	952500	1954700
9525	19546	952500	1954600
9527	19546	952700	1954600
9524	19544	952400	1954400
9526	19544	952600	1954400
9523	19547	952300	1954700
9596	19645	959600	1964500
9596	19646	959600	1964600
9508	19542	950800	1954200
9595	19535	959500	1953500
9595	19534	959500	1953400
9606	19545	960600	1954500
9491	19515	949100	1951500
9605	19544	960500	1954400
9474	19392	947400	1939200
9488	19503	948800	1950300
9487	19503	948700	1950300
9629	19489	962900	1948900
9595	19409	959500	1940900
9549	19410	954900	1941000
9525	19492	952500	1949200
9525	19491	952500	1949100
9479	19512	947900	1951200
9561	19545	956100	1954500
9562	19545	956200	1954500
9596	19655	959600	1965500
9596	19654	959600	1965400
9498	19453	949800	1945300
9499	19453	949900	1945300
9558	19565	955800	1956500
9558	19564	955800	1956400
9559	19564	955900	1956400
9470	19441	947000	1944100
9585	19531	958500	1953100
9439	19509	943900	1950900
9577	19594	957700	1959400
9578	19594	957800	1959400
9488	19462	948800	1946200
9669	19427	966900	1942700
9670	19427	967000	1942700
9683	19468	968300	1946800
9683	19467	968300	1946700
9682	19467	968200	1946700
9521	19465	952100	1946500
9522	19466	952200	1946600
9522	19465	952200	1946500
9549	19432	954900	1943200
9563	19501	956300	1950100
9552	19430	955200	1943000
9551	19430	955100	1943000
9510	19500	951000	1950000
9416	19449	941600	1944900
9472	19471	947200	1947100
9473	19471	947300	1947100
9429	19438	942900	1943800
9429	19439	942900	1943900
9529	19571	952900	1957100
9529	19572	952900	1957200
9530	19572	953000	1957200
9530	19571	953000	1957100
9529	19573	952900	1957300
9529	19567	952900	1956700
9529	19566	952900	1956600
9530	19567	953000	1956700
9530	19566	953000	1956600
9529	19568	952900	1956800
9528	19569	952800	1956900
9528	19568	952800	1956800
9527	19569	952700	1956900
9527	19570	952700	1957000
9528	19570	952800	1957000
9526	19563	952600	1956300
9532	19569	953200	1956900
9533	19569	953300	1956900
9531	19568	953100	1956800
9530	19568	953000	1956800
9530	19569	953000	1956900
9530	19570	953000	1957000
9531	19569	953100	1956900
9531	19570	953100	1957000
9532	19568	953200	1956800
9532	19567	953200	1956700
9534	19570	953400	1957000
9534	19569	953400	1956900
9533	19570	953300	1957000
9526	19564	952600	1956400
9525	19564	952500	1956400
9535	19572	953500	1957200
9538	19572	953800	1957200
9537	19572	953700	1957200
9537	19571	953700	1957100
9538	19573	953800	1957300
9537	19573	953700	1957300
9540	19573	954000	1957300
9540	19574	954000	1957400
9540	19575	954000	1957500
9539	19574	953900	1957400
9539	19575	953900	1957500
9525	19570	952500	1957000
9525	19569	952500	1956900
9526	19569	952600	1956900
9526	19571	952600	1957100
9527	19571	952700	1957100
9539	19573	953900	1957300
9538	19574	953800	1957400
9540	19571	954000	1957100
9540	19572	954000	1957200
9539	19572	953900	1957200
9536	19569	953600	1956900
9536	19570	953600	1957000
9536	19572	953600	1957200
9536	19573	953600	1957300
9536	19571	953600	1957100
9532	19570	953200	1957000
9537	19570	953700	1957000
9536	19574	953600	1957400
9534	19572	953400	1957200
9534	19571	953400	1957100
9534	19573	953400	1957300
9535	19573	953500	1957300
9539	19571	953900	1957100
9538	19570	953800	1957000
9539	19570	953900	1957000
9538	19571	953800	1957100
9541	19572	954100	1957200
9542	19572	954200	1957200
9525	19567	952500	1956700
9526	19567	952600	1956700
9525	19568	952500	1956800
9526	19568	952600	1956800
9414	19477	941400	1947700
9533	19572	953300	1957200
9526	19565	952600	1956500
9535	19570	953500	1957000
9533	19571	953300	1957100
9525	19565	952500	1956500
9544	19572	954400	1957200
9545	19572	954500	1957200
9541	19573	954100	1957300
9624	19556	962400	1955600
9527	19568	952700	1956800
9530	19573	953000	1957300
9528	19571	952800	1957100
9529	19570	952900	1957000
9533	19568	953300	1956800
9533	19567	953300	1956700
9533	19566	953300	1956600
9532	19571	953200	1957100
9535	19567	953500	1956700
9537	19566	953700	1956600
9538	19566	953800	1956600
9529	19569	952900	1956900
9531	19567	953100	1956700
9528	19572	952800	1957200
9538	19565	953800	1956500
9539	19565	953900	1956500
9540	19567	954000	1956700
9535	19569	953500	1956900
9468	19476	946800	1947600
9586	19472	958600	1947200
9586	19471	958600	1947100
9619	19406	961900	1940600
9497	19573	949700	1957300
9491	19582	949100	1958200
9491	19583	949100	1958300
9559	19487	955900	1948700
9627	19579	962700	1957900
9439	19493	943900	1949300
9565	19457	956500	1945700
9564	19457	956400	1945700
9389	19511	938900	1951100
9389	19512	938900	1951200
9480	19563	948000	1956300
9479	19560	947900	1956000
9471	19486	947100	1948600
9587	19562	958700	1956200
9646	19558	964600	1955800
9683	19443	968300	1944300
9661	19462	966100	1946200
9669	19447	966900	1944700
9472	19514	947200	1951400
9599	19651	959900	1965100
9598	19651	959800	1965100
9484	19519	948400	1951900
9484	19518	948400	1951800
9530	19501	953000	1950100
9615	19546	961500	1954600
9432	19448	943200	1944800
9429	19453	942900	1945300
9676	19490	967600	1949000
9677	19490	967700	1949000
9613	19571	961300	1957100
9612	19565	961200	1956500
9504	19494	950400	1949400
9504	19493	950400	1949300
9590	19513	959000	1951300
9588	19511	958800	1951100
9605	19395	960500	1939500
9597	19499	959700	1949900
9588	19510	958800	1951000
9590	19550	959000	1955000
9573	19545	957300	1954500
9573	19544	957300	1954400
9570	19599	957000	1959900
9560	19488	956000	1948800
9615	19516	961500	1951600
9531	19491	953100	1949100
9533	19492	953300	1949200
9533	19494	953300	1949400
9613	19570	961300	1957000
9411	19516	941100	1951600
9411	19515	941100	1951500
9412	19515	941200	1951500
9412	19516	941200	1951600
9413	19515	941300	1951500
9413	19516	941300	1951600
9412	19517	941200	1951700
9413	19517	941300	1951700
9632	19481	963200	1948100
9632	19482	963200	1948200
9631	19481	963100	1948100
9667	19448	966700	1944800
9667	19447	966700	1944700
9624	19549	962400	1954900
9627	19570	962700	1957000
9640	19552	964000	1955200
9597	19538	959700	1953800
9598	19535	959800	1953500
9633	19552	963300	1955200
9641	19550	964100	1955000
9629	19542	962900	1954200
9636	19553	963600	1955300
9650	19557	965000	1955700
9626	19571	962600	1957100
9581	19448	958100	1944800
9582	19448	958200	1944800
9531	19573	953100	1957300
9533	19573	953300	1957300
9533	19574	953300	1957400
9534	19574	953400	1957400
9535	19574	953500	1957400
9538	19577	953800	1957700
9538	19576	953800	1957600
9536	19575	953600	1957500
9535	19575	953500	1957500
9541	19575	954100	1957500
9541	19574	954100	1957400
9530	19559	953000	1955900
9530	19560	953000	1956000
9531	19560	953100	1956000
9528	19573	952800	1957300
9620	19499	962000	1949900
9621	19499	962100	1949900
9608	19444	960800	1944400
9528	19561	952800	1956100
9529	19534	952900	1953400
9566	19629	956600	1962900
9565	19629	956500	1962900
9566	19628	956600	1962800
9412	19511	941200	1951100
9530	19574	953000	1957400
9531	19571	953100	1957100
9537	19574	953700	1957400
9531	19572	953100	1957200
9537	19575	953700	1957500
9538	19575	953800	1957500
9529	19533	952900	1953300
9528	19533	952800	1953300
9577	19600	957700	1960000
9532	19572	953200	1957200
9503	19496	950300	1949600
9503	19497	950300	1949700
9527	19572	952700	1957200
9527	19573	952700	1957300
9526	19573	952600	1957300
9537	19576	953700	1957600
9536	19576	953600	1957600
9529	19561	952900	1956100
9530	19561	953000	1956100
9529	19560	952900	1956000
9539	19576	953900	1957600
9524	19567	952400	1956700
9524	19568	952400	1956800
9524	19566	952400	1956600
9529	19574	952900	1957400
9528	19574	952800	1957400
9532	19573	953200	1957300
9646	19576	964600	1957600
9538	19588	953800	1958800
9537	19577	953700	1957700
9531	19559	953100	1955900
9444	19446	944400	1944600
9421	19426	942100	1942600
9532	19574	953200	1957400
9588	19541	958800	1954100
9624	19533	962400	1953300
9606	19519	960600	1951900
9571	19589	957100	1958900
9529	19477	952900	1947700
9529	19476	952900	1947600
9472	19436	947200	1943600
9505	19441	950500	1944100
9474	19402	947400	1940200
9475	19402	947500	1940200
9389	19519	938900	1951900
9629	19488	962900	1948800
9584	19439	958400	1943900
9591	19610	959100	1961000
9583	19445	958300	1944500
9617	19483	961700	1948300
9618	19483	961800	1948300
9636	19547	963600	1954700
9474	19405	947400	1940500
9475	19405	947500	1940500
9475	19404	947500	1940400
9400	19427	940000	1942700
9400	19426	940000	1942600
9401	19426	940100	1942600
9401	19427	940100	1942700
9401	19428	940100	1942800
9400	19428	940000	1942800
9474	19421	947400	1942100
9475	19421	947500	1942100
9468	19397	946800	1939700
9574	19584	957400	1958400
9567	19609	956700	1960900
9512	19446	951200	1944600
9575	19545	957500	1954500
9575	19544	957500	1954400
9483	19495	948300	1949500
9483	19497	948300	1949700
9585	19512	958500	1951200
9585	19513	958500	1951300
9584	19513	958400	1951300
9525	19487	952500	1948700
9632	19576	963200	1957600
9631	19576	963100	1957600
9638	19549	963800	1954900
9490	19425	949000	1942500
9490	19424	949000	1942400
9559	19546	955900	1954600
9519	19558	951900	1955800
9519	19559	951900	1955900
9518	19558	951800	1955800
9518	19557	951800	1955700
9520	19560	952000	1956000
9520	19559	952000	1955900
9531	19436	953100	1943600
9531	19435	953100	1943500
9461	19426	946100	1942600
9489	19577	948900	1957700
9544	19426	954400	1942600
9571	19398	957100	1939800
9571	19397	957100	1939700
9519	19562	951900	1956200
9518	19560	951800	1956000
9518	19562	951800	1956200
9519	19561	951900	1956100
9518	19561	951800	1956100
9517	19561	951700	1956100
9518	19559	951800	1955900
9520	19561	952000	1956100
9521	19561	952100	1956100
9521	19562	952100	1956200
9519	19560	951900	1956000
9517	19560	951700	1956000
9520	19562	952000	1956200
9517	19558	951700	1955800
9560	19546	956000	1954600
9517	19559	951700	1955900
9535	19538	953500	1953800
9535	19537	953500	1953700
9517	19557	951700	1955700
9648	19561	964800	1956100
9641	19445	964100	1944500
9558	19547	955800	1954700
9527	19539	952700	1953900
9473	19415	947300	1941500
9638	19483	963800	1948300
9521	19459	952100	1945900
9522	19459	952200	1945900
9521	19458	952100	1945800
9614	19566	961400	1956600
9380	19519	938000	1951900
9381	19518	938100	1951800
9381	19519	938100	1951900
9527	19513	952700	1951300
9528	19513	952800	1951300
9528	19512	952800	1951200
9527	19512	952700	1951200
9529	19514	952900	1951400
9529	19513	952900	1951300
9528	19514	952800	1951400
9532	19515	953200	1951500
9532	19516	953200	1951600
9533	19515	953300	1951500
9533	19514	953300	1951400
9532	19514	953200	1951400
9533	19516	953300	1951600
9532	19517	953200	1951700
9533	19517	953300	1951700
9534	19515	953400	1951500
9535	19516	953500	1951600
9535	19515	953500	1951500
9535	19517	953500	1951700
9536	19516	953600	1951600
9536	19517	953600	1951700
9624	19560	962400	1956000
9487	19513	948700	1951300
9604	19566	960400	1956600
9534	19516	953400	1951600
9534	19517	953400	1951700
9581	19518	958100	1951800
9604	19472	960400	1947200
9581	19517	958100	1951700
9578	19522	957800	1952200
9578	19521	957800	1952100
9579	19521	957900	1952100
9525	19512	952500	1951200
9525	19511	952500	1951100
9526	19512	952600	1951200
9526	19511	952600	1951100
9603	19499	960300	1949900
9603	19500	960300	1950000
9602	19500	960200	1950000
9568	19510	956800	1951000
9488	19501	948800	1950100
9478	19505	947800	1950500
9588	19603	958800	1960300
9414	19443	941400	1944300
9463	19424	946300	1942400
9611	19399	961100	1939900
9488	19460	948800	1946000
9644	19555	964400	1955500
9480	19565	948000	1956500
9647	19559	964700	1955900
9481	19510	948100	1951000
9509	19499	950900	1949900
9473	19502	947300	1950200
9484	19433	948400	1943300
9626	19435	962600	1943500
9589	19556	958900	1955600
9662	19428	966200	1942800
9657	19456	965700	1945600
9658	19456	965800	1945600
9658	19455	965800	1945500
9637	19535	963700	1953500
9596	19619	959600	1961900
9468	19433	946800	1943300
9492	19531	949200	1953100
9577	19521	957700	1952100
9587	19530	958700	1953000
9575	19580	957500	1958000
9486	19530	948600	1953000
9486	19531	948600	1953100
9414	19505	941400	1950500
9414	19504	941400	1950400
9418	19490	941800	1949000
9416	19487	941600	1948700
9548	19439	954800	1943900
9601	19419	960100	1941900
9534	19511	953400	1951100
9536	19511	953600	1951100
9537	19520	953700	1952000
9536	19520	953600	1952000
9537	19519	953700	1951900
9536	19519	953600	1951900
9535	19520	953500	1952000
9535	19519	953500	1951900
9536	19518	953600	1951800
9535	19518	953500	1951800
9538	19520	953800	1952000
9539	19520	953900	1952000
9539	19519	953900	1951900
9538	19519	953800	1951900
9533	19509	953300	1950900
9533	19508	953300	1950800
9533	19507	953300	1950700
9535	19510	953500	1951000
9535	19509	953500	1950900
9534	19509	953400	1950900
9533	19510	953300	1951000
9568	19507	956800	1950700
9568	19506	956800	1950600
9567	19507	956700	1950700
9566	19507	956600	1950700
9566	19506	956600	1950600
9566	19508	956600	1950800
9563	19510	956300	1951000
9564	19510	956400	1951000
9564	19511	956400	1951100
9564	19512	956400	1951200
9563	19509	956300	1950900
9562	19509	956200	1950900
9564	19509	956400	1950900
9564	19508	956400	1950800
9563	19508	956300	1950800
9562	19508	956200	1950800
9563	19507	956300	1950700
9562	19507	956200	1950700
9561	19513	956100	1951300
9561	19514	956100	1951400
9560	19514	956000	1951400
9561	19515	956100	1951500
9560	19515	956000	1951500
9560	19518	956000	1951800
9560	19519	956000	1951900
9561	19519	956100	1951900
9560	19522	956000	1952200
9559	19522	955900	1952200
9549	19515	954900	1951500
9549	19516	954900	1951600
9550	19515	955000	1951500
9550	19516	955000	1951600
9549	19518	954900	1951800
9549	19519	954900	1951900
9550	19519	955000	1951900
9549	19521	954900	1952100
9557	19515	955700	1951500
9557	19516	955700	1951600
9556	19516	955600	1951600
9557	19518	955700	1951800
9557	19519	955700	1951900
9556	19519	955600	1951900
9557	19522	955700	1952200
9556	19521	955600	1952100
9556	19522	955600	1952200
9574	19522	957400	1952200
9575	19522	957500	1952200
9574	19521	957400	1952100
9575	19521	957500	1952100
9577	19522	957700	1952200
9673	19484	967300	1948400
9674	19484	967400	1948400
9672	19496	967200	1949600
9673	19496	967300	1949600
9670	19507	967000	1950700
9670	19506	967000	1950600
9480	19466	948000	1946600
9481	19466	948100	1946600
9557	19549	955700	1954900
9565	19627	956500	1962700
9474	19516	947400	1951600
9647	19546	964700	1954600
9630	19579	963000	1957900
9639	19504	963900	1950400
9501	19529	950100	1952900
9529	19516	952900	1951600
9589	19627	958900	1962700
9488	19517	948800	1951700
9487	19517	948700	1951700
9503	19528	950300	1952800
9572	19544	957200	1954400
9594	19617	959400	1961700
9624	19505	962400	1950500
9624	19504	962400	1950400
9536	19512	953600	1951200
9534	19513	953400	1951300
9535	19514	953500	1951400
9536	19513	953600	1951300
9537	19514	953700	1951400
9536	19515	953600	1951500
9538	19515	953800	1951500
9539	19521	953900	1952100
9538	19521	953800	1952100
9537	19521	953700	1952100
9537	19522	953700	1952200
9539	19522	953900	1952200
9538	19522	953800	1952200
9533	19511	953300	1951100
9533	19512	953300	1951200
9531	19515	953100	1951500
9531	19516	953100	1951600
9530	19517	953000	1951700
9531	19517	953100	1951700
9567	19508	956700	1950800
9565	19509	956500	1950900
9565	19510	956500	1951000
9563	19512	956300	1951200
9561	19511	956100	1951100
9562	19512	956200	1951200
9559	19515	955900	1951500
9560	19516	956000	1951600
9561	19516	956100	1951600
9560	19520	956000	1952000
9559	19520	955900	1952000
9560	19521	956000	1952100
9562	19511	956200	1951100
9563	19511	956300	1951100
9540	19520	954000	1952000
9540	19521	954000	1952100
9549	19517	954900	1951700
9550	19517	955000	1951700
9550	19518	955000	1951800
9557	19517	955700	1951700
9556	19517	955600	1951700
9556	19518	955600	1951800
9574	19515	957400	1951500
9556	19520	955600	1952000
9567	19522	956700	1952200
9568	19522	956800	1952200
9567	19523	956700	1952300
9568	19521	956800	1952100
9569	19521	956900	1952100
9569	19522	956900	1952200
9569	19520	956900	1952000
9568	19520	956800	1952000
9576	19522	957600	1952200
9576	19521	957600	1952100
9538	19516	953800	1951600
9596	19426	959600	1942600
9596	19427	959600	1942700
9538	19518	953800	1951800
9531	19508	953100	1950800
9532	19508	953200	1950800
9531	19509	953100	1950900
9531	19507	953100	1950700
9531	19506	953100	1950600
9533	19506	953300	1950600
9532	19506	953200	1950600
9532	19507	953200	1950700
9535	19507	953500	1950700
9534	19507	953400	1950700
9535	19508	953500	1950800
9534	19508	953400	1950800
9551	19508	955100	1950800
9551	19507	955100	1950700
9548	19514	954800	1951400
9530	19519	953000	1951900
9529	19518	952900	1951800
9529	19519	952900	1951900
9568	19504	956800	1950400
9568	19505	956800	1950500
9569	19505	956900	1950500
9567	19509	956700	1950900
9566	19510	956600	1951000
9561	19512	956100	1951200
9562	19513	956200	1951300
9560	19517	956000	1951700
9540	19522	954000	1952200
9530	19520	953000	1952000
9531	19520	953100	1952000
9531	19521	953100	1952100
9548	19518	954800	1951800
9548	19517	954800	1951700
9548	19516	954800	1951600
9549	19520	954900	1952000
9557	19520	955700	1952000
9557	19521	955700	1952100
9570	19521	957000	1952100
9571	19521	957100	1952100
9570	19522	957000	1952200
9572	19521	957200	1952100
9572	19522	957200	1952200
9571	19522	957100	1952200
9573	19521	957300	1952100
9535	19521	953500	1952100
9548	19515	954800	1951500
9547	19514	954700	1951400
9547	19517	954700	1951700
9547	19518	954700	1951800
9547	19521	954700	1952100
9547	19520	954700	1952000
9546	19520	954600	1952000
9546	19521	954600	1952100
9567	19505	956700	1950500
9567	19506	956700	1950600
9565	19511	956500	1951100
9560	19511	956000	1951100
9560	19513	956000	1951300
9560	19512	956000	1951200
9561	19517	956100	1951700
9561	19518	956100	1951800
9548	19521	954800	1952100
9509	19501	950900	1950100
9550	19521	955000	1952100
9492	19497	949200	1949700
9559	19521	955900	1952100
9561	19520	956100	1952000
9564	19521	956400	1952100
9563	19520	956300	1952000
9564	19520	956400	1952000
9563	19521	956300	1952100
9562	19520	956200	1952000
9562	19521	956200	1952100
9565	19521	956500	1952100
9490	19536	949000	1953600
9567	19518	956700	1951800
9568	19518	956800	1951800
9569	19518	956900	1951800
9569	19519	956900	1951900
9568	19519	956800	1951900
9567	19519	956700	1951900
9540	19519	954000	1951900
9541	19519	954100	1951900
9543	19519	954300	1951900
9544	19519	954400	1951900
9548	19519	954800	1951900
9546	19519	954600	1951900
9550	19520	955000	1952000
9551	19520	955100	1952000
9552	19519	955200	1951900
9551	19519	955100	1951900
9555	19520	955500	1952000
9564	19519	956400	1951900
9565	19519	956500	1951900
9563	19519	956300	1951900
9527	19511	952700	1951100
9528	19511	952800	1951100
9529	19511	952900	1951100
9527	19510	952700	1951000
9528	19510	952800	1951000
9571	19512	957100	1951200
9584	19445	958400	1944500
9573	19511	957300	1951100
9573	19512	957300	1951200
9572	19512	957200	1951200
9572	19513	957200	1951300
9572	19514	957200	1951400
9573	19514	957300	1951400
9573	19513	957300	1951300
9574	19513	957400	1951300
9574	19514	957400	1951400
9575	19513	957500	1951300
9564	19518	956400	1951800
9566	19518	956600	1951800
9565	19518	956500	1951800
9566	19519	956600	1951900
9680	19486	968000	1948600
9563	19522	956300	1952200
9567	19521	956700	1952100
9566	19520	956600	1952000
9567	19520	956700	1952000
9566	19521	956600	1952100
9593	19467	959300	1946700
9526	19510	952600	1951000
9596	19539	959600	1953900
9572	19545	957200	1954500
9571	19544	957100	1954400
9576	19510	957600	1951000
9575	19510	957500	1951000
9574	19510	957400	1951000
9574	19512	957400	1951200
9519	19576	951900	1957600
9569	19565	956900	1956500
9508	19510	950800	1951000
9574	19587	957400	1958700
9574	19586	957400	1958600
9561	19521	956100	1952100
9571	19513	957100	1951300
9421	19449	942100	1944900
9597	19655	959700	1965500
9635	19531	963500	1953100
9635	19530	963500	1953000
9553	19520	955300	1952000
9554	19520	955400	1952000
9554	19519	955400	1951900
9554	19521	955400	1952100
9431	19434	943100	1943400
9586	19600	958600	1960000
9585	19597	958500	1959700
9676	19493	967600	1949300
9555	19519	955500	1951900
9583	19585	958300	1958500
9558	19520	955800	1952000
9559	19519	955900	1951900
9670	19437	967000	1943700
9542	19432	954200	1943200
9541	19431	954100	1943100
9509	19510	950900	1951000
9552	19520	955200	1952000
9553	19519	955300	1951900
9652	19454	965200	1945400
9651	19454	965100	1945400
9568	19429	956800	1942900
9472	19404	947200	1940400
9394	19508	939400	1950800
9407	19513	940700	1951300
9407	19512	940700	1951200
9553	19521	955300	1952100
9576	19551	957600	1955100
9577	19552	957700	1955200
9588	19516	958800	1951600
9589	19516	958900	1951600
9574	19559	957400	1955900
9593	19553	959300	1955300
9593	19552	959300	1955200
9487	19578	948700	1957800
9552	19418	955200	1941800
9588	19563	958800	1956300
9466	19451	946600	1945100
9467	19451	946700	1945100
9582	19455	958200	1945500
9605	19445	960500	1944500
9579	19523	957900	1952300
9578	19524	957800	1952400
9639	19502	963900	1950200
9541	19522	954100	1952200
9620	19615	962000	1961500
9620	19614	962000	1961400
9555	19521	955500	1952100
9566	19523	956600	1952300
9569	19523	956900	1952300
9568	19523	956800	1952300
9570	19523	957000	1952300
9572	19523	957200	1952300
9571	19523	957100	1952300
9575	19524	957500	1952400
9578	19525	957800	1952500
9577	19525	957700	1952500
9576	19525	957600	1952500
9539	19515	953900	1951500
9542	19518	954200	1951800
9541	19517	954100	1951700
9543	19517	954300	1951700
9541	19518	954100	1951800
9542	19520	954200	1952000
9543	19521	954300	1952100
9543	19520	954300	1952000
9551	19517	955100	1951700
9552	19517	955200	1951700
9551	19518	955100	1951800
9552	19518	955200	1951800
9554	19517	955400	1951700
9554	19518	955400	1951800
9554	19516	955400	1951600
9555	19517	955500	1951700
9558	19517	955800	1951700
9558	19518	955800	1951800
9562	19518	956200	1951800
9563	19518	956300	1951800
9562	19517	956200	1951700
9556	19514	955600	1951400
9556	19513	955600	1951300
9555	19513	955500	1951300
9555	19512	955500	1951200
9543	19510	954300	1951000
9543	19511	954300	1951100
9542	19511	954200	1951100
9542	19510	954200	1951000
9631	19562	963100	1956200
9472	19456	947200	1945600
9473	19456	947300	1945600
9545	19509	954500	1950900
9545	19510	954500	1951000
9546	19510	954600	1951000
9546	19509	954600	1950900
9546	19511	954600	1951100
9547	19511	954700	1951100
9548	19511	954800	1951100
9547	19510	954700	1951000
9669	19440	966900	1944000
9669	19441	966900	1944100
9507	19507	950700	1950700
9548	19510	954800	1951000
9546	19512	954600	1951200
9547	19512	954700	1951200
9548	19512	954800	1951200
9398	19518	939800	1951800
9399	19518	939900	1951800
9399	19517	939900	1951700
9399	19519	939900	1951900
9398	19519	939800	1951900
9565	19424	956500	1942400
9544	19520	954400	1952000
9545	19520	954500	1952000
9545	19518	954500	1951800
9545	19519	954500	1951900
9633	19520	963300	1952000
9547	19519	954700	1951900
9508	19434	950800	1943400
9508	19435	950800	1943500
9560	19555	956000	1955500
9560	19554	956000	1955400
9499	19573	949900	1957300
9500	19573	950000	1957300
9541	19507	954100	1950700
9542	19507	954200	1950700
9542	19506	954200	1950600
9541	19506	954100	1950600
9543	19507	954300	1950700
9544	19508	954400	1950800
9544	19509	954400	1950900
9547	19513	954700	1951300
9548	19513	954800	1951300
9540	19518	954000	1951800
9539	19518	953900	1951800
9541	19520	954100	1952000
9542	19519	954200	1951900
9387	19520	938700	1952000
9426	19491	942600	1949100
9427	19491	942700	1949100
9399	19513	939900	1951300
9399	19512	939900	1951200
9399	19514	939900	1951400
9398	19513	939800	1951300
9398	19514	939800	1951400
